#F Crystals.dat
#UT Crystals: atoms coordinates in unit cell. Cell's dimensions
#UIDL xfh
#UD  
#UD The crystal structures are arranged using as a scan
#UD identifier (#S) the atomic number of the heavier atom
#UD present in the crystal. Several crystal are possible with
#UD the same scan id, but they do not conflict.
#UD  
#UD The following keyword contain other information:
#UD #UCOMMENT  comment 
#UD #UCELL a b c alpha beta gamma  
#UD        The unit cell dimensions (A and deg) (*MANDATORY, IT MUST EXIST*)
#UD #UTEMP temperature in Kelvin at which UCELL is given
#UD #UREF reference
#UD #USYSTEM : 7 crystal system, i.e., triclinic monoclinic orthorhombic 
#UD                                  tetragonal rhombohedral(trigonal) 
#UD                                  hexagonal cubic
#UD #ULATTICE the lattice centering: 
#UD    P: Primitive centering: lattice points on the cell corners only
#UD    I: Body centered: one additional lattice point at the center of the cell
#UD    F: Face centered: one additional lattice point at center of each 
#UD                 of the faces of the cell 
#UD    A,B,C Centered on a single face (A, B or C centering): one
#UD                 additional lattice point at the center of one of the 
#UD                 cell faces.
#UD  The 14 Bravais lattices are, then:
#UD     1 triclinic (P)
#UD     2 monoclinic (P,C)
#UD     3 orthorhombic (P,C,I,F)
#UD     2 tetragonal (P,I)
#UD     1 rhombohedral (P)
#UD     1 hexagonal (P)
#UD     3 cubic (P,I,F)
#UD
#UD  #USTRUCTURE Model for structure (e.g., diamond, fcc)
#UD  
#UD  Data columns: 
#UD  4 or 5: 
#UD  AtomicNumber  Fraction  X  Y  Z Biso
#UD  The Biso one is optional
#UD  
#UD  
#UD  

#S 14 Si
#UCELL 5.43070 5.43070 5.43070 90.0000 90.0000 90.0000
#USYSTEM Cubic
#ULATTICE F
#USTRUCTURE ZincBlende
#UREF R.W.G. Wyckoff, Crystal Structures, Interscience Publ. 1965, 1, p.26
#UTEMP 298.15
#UCOMMENT The ZincBlende structure is defined by atom A located at (0 0 0) 
#UCOMMENT and atom B at (1/4 1/4 1/4) of the fcc lattice. Ex: Si(a=5.4309)
#UCOMMENT Ge(a=5.657)  Diamond(a=3.56)  GaAs  GaP  InAs InP  InSb  SiC... 
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
#UCOMMENT The ZincBlende structure is defined by atom A located at (0 0 0) 
#UCOMMENT and atom B at (1/4 1/4 1/4) of the fcc lattice. Ex: Si(a=5.4309)
#UCOMMENT Ge(a=5.657)  Diamond(a=3.56)  GaAs  GaP  InAs InP  InSb  SiC... 
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
31 1.0 0.0  0.0  0.0
31 1.0 0.0  0.5  0.5
31 1.0 0.5  0.0  0.5
31 1.0 0.5  0.5  0.0
33 1.0 .25  .25  .25
33 1.0 .25  .75  .75
33 1.0 .75  .25  .75
33 1.0 .75  .75  .25

#S 33 GaSb
#UCELL 6.09593      6.09593      6.09593      90.0000      90.0000 90.0000
#USYSTEM Cubic
#ULATTICE F
#USTRUCTURE ZincBlende
#UREF http://www.ioffe.rssi.ru/SVA/NSM/Semicond/GaSb/basic.html
#UCOMMENT The ZincBlende structure is defined by atom A located at (0 0 0) 
#UCOMMENT and atom B at (1/4 1/4 1/4) of the fcc lattice. Ex: Si(a=5.4309)
#UCOMMENT Ge(a=5.657)  Diamond(a=3.56)  GaAs  GaP  InAs InP  InSb  SiC... 
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
31 1.0 0.0  0.0  0.0
31 1.0 0.0  0.5  0.5
31 1.0 0.5  0.0  0.5
31 1.0 0.5  0.5  0.0
51 1.0 .25  .25  .25
51 1.0 .25  .75  .75
51 1.0 .75  .25  .75
51 1.0 .75  .75  .25

#S 31 GaP
#UCELL 5.45050      5.45050      5.45050      90.0000      90.0000 90.0000
#USYSTEM Cubic
#ULATTICE F
#USTRUCTURE ZincBlende
#UREF R.W.G. Wyckoff, Crystal Structures, Interscience Publ. 1965, 1, p.110
#UCOMMENT The ZincBlende structure is defined by atom A located at (0 0 0) 
#UCOMMENT and atom B at (1/4 1/4 1/4) of the fcc lattice. Ex: Si(a=5.4309)
#UCOMMENT Ge(a=5.657)  Diamond(a=3.56)  GaAs  GaP  InAs InP  InSb  SiC... 
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
31 1.0 0.0  0.0  0.0
31 1.0 0.0  0.5  0.5
31 1.0 0.5  0.0  0.5
31 1.0 0.5  0.5  0.0
15 1.0 .25  .25  .25
15 1.0 .25  .75  .75
15 1.0 .75  .25  .75
15 1.0 .75  .75  .25

#S 49 InAs
#UCELL 6.03600      6.03600      6.03600      90.0000      90.0000 90.0000
#USYSTEM Cubic
#ULATTICE F
#USTRUCTURE ZincBlende
#UREF R.W.G. Wyckoff, Crystal Structures, Interscience Publ. 1965, 1, p.110
#UCOMMENT The ZincBlende structure is defined by atom A located at (0 0 0) 
#UCOMMENT and atom B at (1/4 1/4 1/4) of the fcc lattice. Ex: Si(a=5.4309)
#UCOMMENT Ge(a=5.657)  Diamond(a=3.56)  GaAs  GaP  InAs InP  InSb  SiC... 
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
49 1.0 0.0  0.0  0.0
49 1.0 0.0  0.5  0.5
49 1.0 0.5  0.0  0.5
49 1.0 0.5  0.5  0.0
33 1.0 .25  .25  .25
33 1.0 .25  .75  .75
33 1.0 .75  .25  .75
33 1.0 .75  .75  .25

#S 49 InP
#UCELL 5.86870      5.86870      5.86870      90.0000      90.0000 90.0000
#USYSTEM Cubic
#ULATTICE F
#USTRUCTURE ZincBlende
#UREF R.W.G. Wyckoff, Crystal Structures, Interscience Publ. 1965, 1, p.110
#UCOMMENT The ZincBlende structure is defined by atom A located at (0 0 0) 
#UCOMMENT and atom B at (1/4 1/4 1/4) of the fcc lattice. Ex: Si(a=5.4309)
#UCOMMENT Ge(a=5.657)  Diamond(a=3.56)  GaAs  GaP  InAs InP  InSb  SiC... 
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
49 1.0 0.0  0.0  0.0
49 1.0 0.0  0.5  0.5
49 1.0 0.5  0.0  0.5
49 1.0 0.5  0.5  0.0
15 1.0 .25  .25  .25
15 1.0 .25  .75  .75
15 1.0 .75  .25  .75
15 1.0 .75  .75  .25

#S 51 InSb
#UCELL 6.47820      6.47820      6.47820      90.0000      90.0000 90.0000
#USYSTEM Cubic
#ULATTICE F
#USTRUCTURE ZincBlende
#UREF R.W.G. Wyckoff, Crystal Structures, Interscience Publ. 1965, 1, p.110
#UCOMMENT The ZincBlende structure is defined by atom A located at (0 0 0) 
#UCOMMENT and atom B at (1/4 1/4 1/4) of the fcc lattice. Ex: Si(a=5.4309)
#UCOMMENT Ge(a=5.657)  Diamond(a=3.56)  GaAs  GaP  InAs InP  InSb  SiC... 
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
49 1.0 0.0  0.0  0.0
49 1.0 0.0  0.5  0.5
49 1.0 0.5  0.0  0.5
49 1.0 0.5  0.5  0.0
51 1.0 .25  .25  .25
51 1.0 .25  .75  .75
51 1.0 .75  .25  .75
51 1.0 .75  .75  .25

#S 14 SiC
#UCELL 4.34800      4.34800      4.34800      90.0000      90.0000 90.0000
#USYSTEM Cubic
#ULATTICE F
#USTRUCTURE ZincBlende
#UREF R.W.G. Wyckoff, Crystal Structures, Interscience Publ. 1965, 1
#UCOMMENT The ZincBlende structure is defined by atom A located at (0 0 0) 
#UCOMMENT and atom B at (1/4 1/4 1/4) of the fcc lattice. Ex: Si(a=5.4309)
#UCOMMENT Ge(a=5.657)  Diamond(a=3.56)  GaAs  GaP  InAs InP  InSb  SiC... 
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
14 1.0 0.0  0.0  0.0
14 1.0 0.0  0.5  0.5
14 1.0 0.5  0.0  0.5
14 1.0 0.5  0.5  0.0
6 1.0 .25  .25  .25
6 1.0 .25  .75  .75
6 1.0 .75  .25  .75
6 1.0 .75  .75  .25

#S 17 NaCl
#UCELL 5.63978      5.63978      5.63978      90.0000      90.0000 90.0000
#USYSTEM Cubic
#ULATTICE F
#USTRUCTURE NaCl
#UREF R.W.G. Wyckoff, Crystal Structures, Interscience Publ. 1965, 1, p.88
#UTEMP 291.15
#UCOMMENT The RockSalt structure is defined by atom A located at
#UCOMMENT (0 0 0) and atom B at (1/2 1/2 1/2) of the fcc lattice.
#UCOMMENT Examples: NaCl CsF LiF KCl...
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
11 1.0 0.0  0.0  0.0
11 1.0 0.0  0.5  0.5
11 1.0 0.5  0.0  0.5
11 1.0 0.5  0.5  0.0
17 1.0 0.5  0.5  0.5
17 1.0 0.5  0.0  0.0
17 1.0 0.0  0.5  0.0
17 1.0 0.0  0.0  0.5

#S 55 CsF
#UCELL 6.00800      6.00800      6.00800      90.0000      90.0000 90.0000
#USYSTEM Cubic
#ULATTICE F
#USTRUCTURE NaCl
#UREF R.W.G. Wyckoff, Crystal Structures, Interscience Publ. 1965, 1, p.84
#UCOMMENT The RockSalt structure is defined by atom A located at
#UCOMMENT (0 0 0) and atom B at (1/2 1/2 1/2) of the fcc lattice.
#UCOMMENT Examples: NaCl CsF LiF KCl...
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
55 1.0 0.0  0.0  0.0
55 1.0 0.0  0.5  0.5
55 1.0 0.5  0.0  0.5
55 1.0 0.5  0.5  0.0
9 1.0 0.5  0.5  0.5
9 1.0 0.5  0.0  0.0
9 1.0 0.0  0.5  0.0
9 1.0 0.0  0.0  0.5

#S 9 LiF
#UCELL 4.02630      4.02630      4.02630      90.0000      90.0000 90.0000
#USYSTEM Cubic
#ULATTICE F
#USTRUCTURE NaCl
#UREF R.W.G. Wyckoff, Crystal Structures, Interscience Publ. 1965, 1, p.86
#UCOMMENT The RockSalt structure is defined by atom A located at
#UCOMMENT (0 0 0) and atom B at (1/2 1/2 1/2) of the fcc lattice.
#UCOMMENT Examples: NaCl CsF LiF KCl...
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
3 1.0 0.0  0.0  0.0
3 1.0 0.0  0.5  0.5
3 1.0 0.5  0.0  0.5
3 1.0 0.5  0.5  0.0
9 1.0 0.5  0.5  0.5
9 1.0 0.5  0.0  0.0
9 1.0 0.0  0.5  0.0
9 1.0 0.0  0.0  0.5

#S 19 KCl
#UCELL 6.29294      6.29294      6.29294      90.0000      90.0000 90.0000
#USYSTEM Cubic
#ULATTICE F
#USTRUCTURE NaCl
#UREF R.W.G. Wyckoff, Crystal Structures, Interscience Publ. 1965, 1, p.86
#UTEMP 298.15
#UCOMMENT The RockSalt structure is defined by atom A located at
#UCOMMENT (0 0 0) and atom B at (1/2 1/2 1/2) of the fcc lattice.
#UCOMMENT Examples: NaCl CsF LiF KCl...
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
19 1.0 0.0  0.0  0.0
19 1.0 0.0  0.5  0.5
19 1.0 0.5  0.0  0.5
19 1.0 0.5  0.5  0.0
17 1.0 0.5  0.5  0.5
17 1.0 0.5  0.0  0.0
17 1.0 0.0  0.5  0.0
17 1.0 0.0  0.0  0.5

#S 55 CsCl
#UCELL 7.02000      7.02000      7.02000      90.0000      90.0000 90.0000
#USYSTEM Cubic
#ULATTICE B
#USTRUCTURE CsCl
#UREF R.W.G. Wyckoff, Crystal Structures, Interscience Publ. 1965, 1, p.86
#UTEMP 723.15
#UCOMMENT The CsCl structure is defined by an atom A located at
#UCOMMENT (0 0 0) and an atom B at (1/2 1/2 1/2) of the cubic lattice
#UCOMMENT If A = B  then it is a bcc lattice
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
55 1.0 0.0  0.0  0.0
17 1.0 0.5  0.5  0.5

#S 4 Be
#UCELL 2.28660      2.28660      3.58330      90.0000      90.0000 120.000
#USYSTEM Hexagonal
#ULATTICE P
#USTRUCTURE Berilium
#UREF R.W.G. Wyckoff, Crystal Structures, Interscience Publ. 1965, 1
#UTEMP 295.15
#UCOMMENT The Hexagonal Closed-packed structure is defined by an atom A
#UCOMMENT located at (1/3 2/3 1/4) and an atom B at (2/3  1/3  3/4) in the
#UCOMMENT prism cell. Example: Berilium (with a=2.287  c=3.583)
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
4 1.0 0.333333  0.666667  0.25
4 1.0 0.666667  0.333333  0.75

#S 6 Graphite
#UCELL 2.45600      2.45600      6.69600      90.0000      90.0000 120.000
#USYSTEM Hexagonal
#ULATTICE P
#USTRUCTURE Graphite
#UREF R.W.G. Wyckoff, Crystal Structures, Interscience Publ. 1965, 1, p.28
#UCOMMENT The graphite structure contains four atom in unit prism in
#UCOMMENT (0 0 0) (0 0 1/2) (1/3 2/3 0) and (2/3  1/3  1/2)
#UCOMMENT Example: Graphite (with C atoms and a=2.456  c=6.696)
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
6 1.0 0.0  0.0  0.0
6 1.0 0.0  0.0  0.5
6 1.0 0.333333  0.666667  0.0
6 1.0 0.666667  0.333333  0.5

#S 8 PET
#UCELL 6.10000      6.10000      8.73000      90.0000      90.0000 90.0000
#USYSTEM Tetragonal
#UCOMMENT PET (Pentaerythritol) C(CH2OH)4
#UCOMMENT Unit cell a: 6.10 A  c: 8.73 A
#UCOMMENT See also: 
#UCOMMENT http://www.photonic.saint-gobain.com/Media/Documents/S0000000000000001020/%20XRay.pdf
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
6 1.0  0 0 0
6 1.0  0.99 0.75 0.85
6 1.0  -0.99 -0.75 0.85
6 1.0  -0.75 0.99 -0.85
6 1.0  0.75 -0.99 -0.85
6 1.0  0.5 0.5 0.5
6 1.0  1.49 1.25 1.35
6 1.0  -0.49 -0.25 1.35
6 1.0  -0.25 1.49 -0.35
6 1.0  1.25 -0.49 -0.35   
8 1.0  1.93 1.5 0.017
8 1.0  -1.93 -1.5 0.017
8 1.0  -1.5 1.93 -0.017
8 1.0  1.5 -1.93 -0.017
8 1.0  2.43 2 0.517
8 1.0  -1.43 -1 0.517
8 1.0  -1 2.43 0.483
8 1.0  2 -1.43 0.483

#S 14 Beryl
#UCELL 9.08800      9.08800      9.18960      90.0000      90.0000 120.000
#USYSTEM Hexagonal
#UCOMMENT Al2 Be3 (SiO3)6
#UCOMMENT Unit cell a: 9.088 A  c: 9.1896 A
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
13 1.0 .6667 .3333 .25
13 1.0 .3333 .6667 .25
13 1.0 .6667 .3333 .75
13 1.0 .3333 .6667 .75
4 1.0 .5 0.0 .25
4 1.0 0.0 .5 .25
4 1.0 .5 .5 .25
4 1.0 .5 0 .75
4 1.0 0 .5 .75
4 1.0 .5 .5 .75
14 1.0 .3875 .1159 0.0
14 1.0 -.3875 -.1159 0.0
14 1.0 .2716 .3875 0.0
14 1.0 -.2716 -.3875 0.0
14 1.0 .1159 -.2716 0.0
14 1.0 -.1159 .2716 0.0
14 1.0 .3875 .1159 0.5
14 1.0 -.3875 -.1159 0.5
14 1.0 .2716 .3875 0.5
14 1.0 -.2716 -.3875 0.5
14 1.0 .1159 -.2716 0.5
14 1.0 -.1159 .2716 0.5
8 1.0 .31 .2366 0.0
8 1.0 -.31 -.2366 0.0
8 1.0 .0734 .31 0.0
8 1.0 -.0734 -.31 0.0
8 1.0 0.2366 -.0734 0.0
8 1.0 -.2366 .0734 0.0
8 1.0 .31 .2366 0.5
8 1.0 -.31 -.2366 0.5
8 1.0 .0734 .31 0.5
8 1.0 -.0734 -.31 0.5
8 1.0 0.2366 -.0734 0.5
8 1.0 -.2366 .0734 0.5
8 1.0 .4988 .1455 .1453
8 1.0 -.4988 -.1455 .1453
8 1.0 .3533 .4988 .1453
8 1.0 -.3533 -.4988 .1453
8 1.0 -.1455 .3533 .1453
8 1.0 .1455 -.3533 .1453
8 1.0 .4988 .1455 .6453
8 1.0 -.4988 -.1455 .6453
8 1.0 .3533 .4988 .6453
8 1.0 -.3533 -.4988 .6453
8 1.0 -.1455 .3533 .6453
8 1.0 .1455 -.3533 .6453
8 1.0 .4988 .3533 .3547
8 1.0 .1455 .4988 .3547
8 1.0 -.3533 .1455 .3547
8 1.0 .3533 -.1455 .3547
8 1.0 -.4988 -.3533 .3547
8 1.0 -.1455 -.4988 .3547
8 1.0 .4988 .3533 .8547
8 1.0 .1455 .4988 .8547
8 1.0 -.3533 .1455 .8547
8 1.0 .3533 -.1455 .8547
8 1.0 -.4988 -.3533 .8547
8 1.0 -.1455 -.4988 .8547

#S 19 KAP
#UCELL 6.46000      9.60000      13.8500      90.0000      90.0000 90.0000
#USYSTEM Orthorhombic
#UCOMMENT KAP Acide Phatalate K (HOOC C6H4 COO)
#UCOMMENT (a=6.460  b=9.600  c=13.850)
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
19 1.0  0.25 0.09898 0.03878
19 1.0  0.75 -0.09898 -0.03878
19 1.0  0.25 0.59898 -0.03878
19 1.0  0.75 0.40102 0.03878
6 1.0  0.00561 -0.1778 0.21761
6 1.0  -0.23842 0.068887 0.15685
6 1.0  -0.02519 -0.05921 0.28937
6 1.0  0.06263 -0.06367 0.38466
6 1.0  0.03824 0.04731 0.4505
6 1.0  -0.0735 0.1628 0.42058
6 1.0  -0.15805 0.16928 0.32513
6 1.0  -0.13588 0.05799 0.25841
6 1.0  0.50561 0.1778 -0.21761
6 1.0  0.26158 -0.068887 -0.15685
6 1.0  0.47481 0.05921 -0.28937
6 1.0  0.56263 0.06367 -0.38466
6 1.0  0.53824 -0.04731 -0.4505
6 1.0  0.4265 -0.1628 -0.42058
6 1.0  0.34195 -0.16928 -0.32513
6 1.0  0.36412 -0.05799 -0.25841
6 1.0  0.00561 0.3222 -0.21761
6 1.0  -0.23842 0.568887 -0.15685
6 1.0  -0.02519 0.44079 -0.28937
6 1.0  0.06263 0.43633 -0.38466
6 1.0  0.03824 0.54731 -0.4505
6 1.0  -0.0735 0.6628 -0.42058
6 1.0  -0.15805 0.66928 -0.32513
6 1.0  -0.13588 0.55799 -0.25841
6 1.0  0.50561 0.6778 0.21761
6 1.0  0.26158 0.431113 0.15685
6 1.0  0.47481 0.55921 0.28937
6 1.0  0.56263 0.56367 0.38466
6 1.0  0.53824 0.45269 0.4505
6 1.0  0.4265 0.3372 0.42058
6 1.0  0.34195 0.33072 0.32513
6 1.0  0.36412 0.44201 0.25841
8 1.0  0.07871 -0.29831 0.26258
8 1.0  0.01748 -0.16109 0.12732
8 1.0  -0.15861 0.14522 0.09314
8 1.0  -0.40385 0.00006 0.14401
8 1.0  0.57871 0.29831 -0.26258
8 1.0  0.51748 0.16109 -0.12732
8 1.0  0.34139 -0.14522 -0.09314
8 1.0  0.09615 -0.00006 -0.14401
8 1.0  0.07871 0.20169 -0.26258
8 1.0  0.01748 0.33891 -0.12732
8 1.0  -0.15861 0.64522 -0.09314
8 1.0  -0.40385 0.50006 -0.14401
8 1.0  0.57871 0.79831 0.26258
8 1.0  0.51748 0.66109 0.12732
8 1.0  0.34139 0.35478 0.09314
8 1.0  0.09615 0.49994 0.14401

#S 37 RbAP
#UCELL 6.56100      10.0640      13.0680      90.0000      90.0000 90.0000
#USYSTEM Orthorhombic
#UCOMMENT RbAP Acide Phatalate Rb (HOOC C6H4 COO)
#UCOMMENT (a=6.561  b=10.064  c=13.068)
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
37 1.0  -0.25 0.1014 0.0459
37 1.0  0.25 -0.1014 -0.0459
37 1.0  -0.25 0.6014 -0.0459
37 1.0  0.25 0.3986 0.0459
6 1.0  0.127 0.051 0.267
6 1.0  0.009 -0.054 0.296
6 1.0  -0.088 -0.055 0.392
6 1.0  -0.07 0.053 0.453
6 1.0  0.048 0.164 0.425
6 1.0  0.136 0.161 0.332
6 1.0  0.239 0.06 0.168
6 1.0  -0.011 -0.176 0.226
6 1.0  0.627 -0.051 -0.267
6 1.0  0.509 0.054 -0.296
6 1.0  0.412 0.055 -0.392
6 1.0  0.43 -0.053 -0.453
6 1.0  0.548 -0.164 -0.425
6 1.0  0.636 -0.161 -0.332
6 1.0  0.739 -0.06 -0.168
6 1.0  0.489 0.176 -0.226
6 1.0  0.127 0.551 -0.267
6 1.0  0.009 0.446 -0.296
6 1.0  -0.088 0.445 -0.392
6 1.0  -0.07 0.553 -0.453
6 1.0  0.048 0.664 -0.425
6 1.0  0.136 0.661 -0.332
6 1.0  0.239 0.56 -0.168
6 1.0  -0.011 0.324 -0.226
6 1.0  0.627 0.449 0.267
6 1.0  0.509 0.554 0.296
6 1.0  0.412 0.555 0.392
6 1.0  0.43 0.447 0.453
6 1.0  0.548 0.336 0.425
6 1.0  0.636 0.339 0.332
6 1.0  0.739 0.44 0.168
6 1.0  0.489 0.676 0.226
8 1.0  0.184 0.133 0.1
8 1.0  0.397 -0.014 0.157
8 1.0  -0.013 -0.163 0.134
8 1.0  -0.039 -0.287 0.275
8 1.0  0.684 -0.133 -0.1
8 1.0  0.897 0.014 -0.157
8 1.0  0.487 0.163 -0.134
8 1.0  0.461 0.287 -0.275
8 1.0  0.184 0.633 -0.1
8 1.0  0.397 0.486 -0.157
8 1.0  -0.013 0.337 -0.134
8 1.0  -0.039 0.213 -0.275
8 1.0  0.684 0.367 0.1
8 1.0  0.897 0.514 0.157
8 1.0  0.487 0.663 0.134
8 1.0  0.461 0.787 0.275

#S 81 TlAP
#UCELL 6.61500      10.0470      12.8780      90.0000      90.0000 90.0000
#USYSTEM Orthorhombic
#UCOMMENT TlAP Acide Phatalate Tl (HOOC C6H4 COO)
#UCOMMENT (a=6.615  b=10.047  c=12.878)
#N  5
#L  AtomicNumber  Fraction  X  Y  Z
